Sno,Bank Name,Branch Name,IFSC Code
1951,Punjab National Bank,GORAKHPUR,PUNB0489400
1952,Bank of Baroda,TENDUVAIKALA,BARB0TENDUV
1953,State Bank of India,JALAUN,SBIN0004564
1954,Bank Of India,DEORIA ,BKID0006990
1955,State Bank of India,ADB KASIA,SBIN0005955
1956,UBI,MARTINGANJ,UBIN0537021
1957,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
1958,State Bank of India,JHANJHARPUR,SBIN0003266
1959,Canara Bank,GHATSILA,CNRB0004898
1960,HDFC Bank,NEW DELHI,HDFC0000027
1961,Punjab National Bank,PADRAUNA,PUNB0143110
1962,State Bank of India,PIPRA,SBIN0004893
1963,State Bank of India,BAHERI,SBIN0000613
1964,State Bank of India,ATTARA,SBIN0002509
1965,State Bank of India,INDIAN INSTITUTE ,SBIN0014905
1966,Punjab National Bank,PADRAUNA,PUNB0037400
1967,State Bank of India,BASHRATPUR,SBIN0011188
1968,State Bank of India,CHILMA BAZAR,SBIN0009872
1969,HDFC Bank,DEORIA,HDFC0000947
1970,HDFC Bank,PADRAUNA,HDFC0001906
1971,INDIAN,BANKATA BAZAR,IDIB000B622
1972,Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
1973,State Bank of India,MOTIHARI,SBIN0000137
1974,State Bank of India,MEERUT,SBIN0004397
1975,State Bank of India,HANDIA,SBIN0001160
1976,State Bank of India,  JHANSI,SBIN0003808
1977,State Bank of India,HATTA,SBIN0001689
1978,ICICI,DELHI ,ICIC0006627
1979,State Bank of India,TAJPIPRA,SBIN0008259
1980,Punjab National Bank,GORAKHPUR ,PUNB0299000
1981,State Bank of India,PARAS PAKRI ,SBIN0008180
1982,State Bank of India,BHATNI,SBIN0012868
1983,Punjab National Bank,PADRAUNA,PUNB0037400
1984,ICICI,GORAKHPUR┬á,ICIC0000319
1985,State Bank of India,DHARAMSALA ,SBIN0007896
1986,PUNJAB NATIONAL BANK,VIBHUTI KHAND,UTIB0002800
1987,Bank Of India,MIRZAPUR,BKID0006860
1988,INDIAN,KHERI NIGHASAN,IDIB000N595
1989,Punjab National Bank,DEORIA ,PUNB0179200
1990,ICICI,GORAKHNATH ,ICIC0001920
1991,State Bank of India,HATTA,SBIN0001689
1992,Bank of Baroda,FAIZABAD,BARB0MASAUD
1993,State Bank of India,PADRAUNA,SBIN0000148
1994,Punjab National Bank,SULTANPUR,PUNB0391400
1995,State Bank of India,BADA MALEHRA,SBIN0002823
1996,Axis Bank,LUCKNOW,UTIB0000053
1997,State Bank of India, JHANSI,SBIN0007298
1998,CBI,LALITPUR,CBIN0280174
1999,State Bank of India,RAJGHAT,SBIN0005952
2000,Punjab National Bank,LALITPUR,PUNB0626000
2001,Punjab National Bank,LALITPUR ,PUNB0078100
2002,Bank of Baroda, MADHYA PRADESH,BARB0RAJRAJ
2003,State Bank of India,BABINA ,SBIN0004900
2004,Punjab National Bank,LALITPUR,PUNB0626000
2005,State Bank of India,SHEOPUR KALAN,SBIN0030089
2006,Punjab National Bank,JAKHLAUN,PUNB0728100
2007,State Bank of India,  JHANSI,SBIN0003808
2008,UNION BANK OF INDIA,SIDHI MAIN,UBIN0537314
2009,Bank of Baroda,LALITPUR ,BARB0LALITP
2010,State Bank of India,CHHATARPUR,SBIN0000347
2011,Punjab National Bank, LALITPUR ,PUNB0078100
2012,Punjab National Bank, LALITPUR ,PUNB0095500
2013,State Bank of India,BALDEOGARH,SBIN0002825
2014,State Bank of India,LALITPUR,SBIN0016835
2015,INDIAN,CHAUSARH,IDIB000C561
2016,Bank of Baroda,LALITPUR,BARB0LALITP
2017,PUNJAB NATIONAL BANK,LALITPUR ,PUNB0077000
2018,State Bank of India,LALITPUR,SBIN0007064
2019,State Bank of India,BABINA CANTT,SBIN0004900
2020,Bank of Baroda,LALITPUR,BARB0VJLALI
2021,CBI,MAHRONI,CBIN0284853
2022,INDIAN,RAJAPUR,IDIB000R527
2023,Punjab National Bank,LALITPUR ,PUNB0077000
2024,State Bank of India,LALITPUR,SBIN0007064
2025,State Bank of India,DEWAS,SBIN0030007
2026,UNION BANK OF INDIA,MADAN MAHAL,UBIN0555291
2027,Punjab National Bank,LALITPUR,PUNB0029900
2028,State Bank of India,KHITWAS,SBIN0007063
2029,UBI,MUNSHIPULIA ,UBIN0553361
2030,State Bank of India,PROTHVIPUR,SBIN0002886
2031,State Bank of India,KHARGAPUR,SBIN0012191
2032,State Bank of India,COLLECTORATETI,SBIN0010858
2033,State Bank of India,UNNAO CITY,SBIN0010897
2034,ICICI,KANPUR ,ICIC0000998
2035,State Bank of India,HARCHANDPUR,SBIN0016702
2036,IOB,U P BHOOMI ,IOBA0001773
2037,Bank of Baroda,LUCKNOW,BARB0DBBLUC
2038,HDFC Bank,BARABANKI ,HDFC0000658
2039,State Bank of India,BHAPTAMAU,SBIN0008949
2040,State Bank of India,BANKEYGANJ,SBIN0003620
2041,State Bank of India,SOUTH CITY,SBIN0016167
2042,Bank of Baroda,ALAMBAGH ,BARB0SAVLUC
2043,UBI,LUCKNOW,UBIN0535427
2044,IOB,LUCKNOW,IOBA0001792
2045,Punjab National Bank,LUCKNOW,PUNB0127210
2046,Canara Bank,LUCKNOW ,CNRB0005297
2047,PUNJAB NATIONAL BANK,LUCKNOW,PUNB0127110
2048,State Bank of India,JANKIPURAM,SBIN0015116
2049,State Bank of India,Lucknow,SBIN0012735
2050,IOB,STJOSEPHGIRLSINTER,IOBA0001783
2051,State Bank of India,ALAMBAGH,SBIN0003222
2052,Bank of Baroda,RAE BARELI,BARB0BEDARO
2053,State Bank of India, LUCKNOW,SBIN0008066
2054,State Bank of India,PURWA,SBIN0004690
2055,State Bank of India, LUCKNOW,SBIN0008067
2056,Bank of Baroda,BAXIKATALAB,BARB0BAKLUC
2057,ICICI BANK LIMITED,LUCKNOW,ICIC0006959
2058,Bank of Baroda,PRATAPGARH ,BARB0PRATAP
2059,UBI,SALEMPUR,UBIN0567990
2060,Punjab National Bank,LUCKNOW,PUNB0185300
2061,Axis Bank,LUCKNOW,UTIB0000407
2062,UBI,LUCKNOW,UBIN0906077
2063,UBI,LUCKNOW,UBIN0538159
2064,Bank of Baroda,SITAPUR ROAD,BARB0SITLUC
2065,KMB,DHARSANIA ,KKBK0005288
2066,PUNJAB NATIONAL BANK, UNNAO ,PUNB0227700
2067,Bank Of India,KUMHRAWAN,BKID0006808
2068,Canara Bank,BARABANKI II,CNRB0018631
2069,Bank of Baroda,R S M NAGAR,BARB0VJRSMN
2070,State Bank of India,ILTIFATGANJ,SBIN0006005
2071,State Bank of India,LUCKNOW,SBIN0015116
2072,State Bank of India,LDA COLONY,SBIN0011215
2073,State Bank of India,BENIPATTI,SBIN0010772
2074,PUNJAB NATIONAL BANK, LUCKNOW,PUNB0242400
2075,Canara Bank,LUCKNOW,CNRB0005522
2076,Axis Bank,VIBHUTI KHAND,UTIB0002800
2077,UPCB,ALAMBAGH ,UPCB0000003
2078,Canara Bank,LUCKNOW ,CNRB0005594
2079,BOM, LUCKNOW,MAHB0001237
2080,INDIAN OVERSEASE,LUCKNOW,IOBA0000207
2081,State Bank of India,  JHANSI,SBIN0003808
2082,HDFC Bank,Lucknow,HDFC0007147
2083,State Bank of India,SAIDPUR,SBIN0001096
2084,State Bank of India,DIGHIA TIRAHA,SBIN0018930
2085,State Bank of India, LUCKNOW,SBIN0008189
2086,UNION BANK OF INDIA,SAUNKHOR,UBIN0546291
2087,State Bank of India,BAKHIRA,SBIN0003361
2088,Axis Bank,DANAPUR,UTIB0001776
2089,Bank of Baroda,BACHHRAWAN,BARB0BACHHR
2090,UNION BANK OF INDIA,NICHLAUL BR,UBIN0569402
2091,State Bank of India,BHITAULI BAZAR,SBIN0017051
2092,State Bank of India, KUSHINAGAR,SBIN0016798
2093,Canara Bank,CAMPIERGANJ,CNRB0005252
2094,State Bank of India, SITAPUR,SBIN0017874
2095,State Bank of India,SAKARPAR,SBIN0014406
2096,State Bank of India,AKABARPUR,SBIN0000003
2097,INDIAN,AZAMGARH,IDIB000A688
2098,Punjab National Bank,STEAMER GHAT,PUNB0476000
2099,Bank of Baroda, GORAKHPUR,BARB0GORAKH
2100,INDIAN,GORAKHPUR,IDIB000G615
2101,State Bank of India,GHATOTAND,SBIN0002937
2102,Punjab National Bank,MIRZAPUR ,PUNB0674100
2103,State Bank of India,VIKAS BHAWAN,SBIN0003048
2104,State Bank of India,BARIGAON,SBIN0008219
2105,Bank of Baroda,ANAND NAGAR,BARB0ANAMAH
2106,Punjab National Bank, GORAKHPUR,PUNB0489400
2107,CBI,SARASWATI ,CBIN0283285
2108,Punjab National Bank,DEORIA,PUNB0150700
2109,Bank of Baroda,GORAKHPUR,BARB0GORAKH
2110,State Bank of India, MAHARAJGANJ,SBIN0016793
2111,State Bank of India,Puraina,SBIN0064341
2112,State Bank of India,VIKAS BHAWAN,SBIN0003048
2113,Bank of Baroda,KOPAGANJ,BARB0KOPABS
2114,CBI,MITHAURA,CBIN0281355
2115,Punjab National Bank,MAHARAJGANJ,PUNB0291100
2116,Punjab National Bank,GORAKHPUR ,PUNB0066600
2117,State Bank of India, LALITPUR,SBIN0007064
2118,State Bank of India,REWA ,SBIN0000468
2119,State Bank of India,CHAKIA,SBIN0000233
2120,Bank of Baroda,GORAKHPUR,BARB0MEDGOR
2121,UBI,SUJANGANJ,UBIN0536661
2122,State Bank of India,BASAHARA,SBIN0009309
2123,Bank of Baroda, GORAKHPUR,BARB0GORAKH
2124,Bank of Baroda,ALLAHABAD,BARB0JHUNSI
2125,State Bank of India,MAHARAJ GANJ,SBIN0001147
2126,Bank of Baroda,UTTAR PRADESH ,BARB0BUPGBX
2127,State Bank of India,MAHUAWA ,SBIN0016466
2128,State Bank of India,BAGAPAR,SBIN0009562
2129,INDIAN,USKA,IDIB000U536
2130,INDIAN,KHAJURIA,IDIB000K668
2131,Punjab National Bank, GORAKHPUR,PUNB0835400
2132,Bank of Baroda, UTTAR PRADESH ,BARB0BUPGBX
2133,BUPB, UTTAR PRADESH ,BARB0BUPGBX
2134,State Bank of India,MAHARAJ GANJ,SBIN0001147
2135,Bank of Baroda, UTTAR PRADESH ,BARB0BUPGBX
2136,State Bank of India,MAHARAJ GANJ,SBIN0001147
2137,UNION BANK OF INDIA,MAHARAJGANJ,UBIN0553468
2138,UCO,MAHARAJGANJ,UCBA0002860
2139,Canara Bank,MAHOBA,CNRB0004295
2140,State Bank of India,MAHOBA,SBIN0000128
2141,INDIAN BANK,MAHOBA,IDIB000M556
2142,HDFC Bank,MAHOBA,HDFC0002624
2143,Bank of Baroda,CHARKHARI,BARB0CHAMAH
2144,State Bank of India,KHAJURAHO,SBIN0002863
2145,Punjab National Bank,MAHOBA ,PUNB0479700
2146,State Bank of India,CHARKHARI,SBIN0007248
2147,Bank of Baroda,MAHOBA,BARB0MAHOBA
2148,INDIAN BANK,KHARELA,IDIB000K690
2149,INDIAN BANK,MAHOBA,IDIB000M556
2150,INDIAN BANK,CHARKARI,IDIB000C554
2151,State Bank of India,CHARKHARI,SBIN0007248
2152,Axis Bank,VIBHUTI KHAND,UTIB0002800
2153,State Bank of India,NIWARI,SBIN0001350
2154,Bank of Baroda,MAHOBA,BARB0MAHOBA
2155,HDFC Bank, KANPUR,HDFC0002080
2156,State Bank of India,MAHOBA,SBIN0000128
2157,UBI,MAHOBA,UBIN0563633
2158,State Bank of India,CHARKHARI,SBIN0007248
2159,Axis Bank,MAINPURI,UTIB0001093
2160,UBI,GOLA BAZAR,UBIN0573663
2161,State Bank of India,BIGHAPUR,SBIN0051099
2162,State Bank of India,KAKORBUZURG,SBIN0013046
2163,Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
2164,Punjab National Bank,GWALIOR ,PUNB0013510
2165,Axis Bank,VIBHUTI KHAND,UTIB0002800
2166,Bank Of India,MAINPURI,BKID0007275
2167,INDIAN,TIRWA,IDIB000T595
2168,Axis Bank,MAINPURI,UTIB0001093
2169,Bank Of India,CHANDUIYA,BKID0007617
2170,Bank Of India,RAJLAMAI,BKID0007621
2171,Axis Bank,MAINPURI,UTIB0001093
2172,Bank of Baroda,PAYAGPUR,BARB0PAYAGP
2173,Indusind , LUCKNOW,INDB0000563
2174,State Bank of India,KUSMARA,SBIN0012472
2175,Axis Bank,MAINPURI,UTIB0001093
2176,State Bank of India, MAINPURI,SBIN0017616
2177,Axis Bank,MAINPURI,UTIB0001093
2178,Axis Bank,MUNSHI PULIA,UTIB0002702
2179,Axis Bank,ETAWAH,UTIB0000854
2180,State Bank of India,BHOANGAON,SBIN0001127
2181,Axis Bank,KAIMGANJ,UTIB0002814
2182,Axis Bank,MAINPURI,UTIB0001093
2183,Bank Of India,PARHAM,BKID0007706
2184,State Bank of India,MAINPURI,SBIN0000675
2185,State Bank of India,SARSAINAWAR,SBIN0003548
2186,INDIAN,MAINPURI,IDIB000M568
2187,Punjab National Bank, KANNAUJ,PUNB0011510
2188,Canara Bank,MAINPURI,CNRB0003286
2189,State Bank of India,GWALIOR,SBIN0030258
2190,Axis Bank,MAINPURI,UTIB0001093
2191,Punjab National Bank,JHAPRA,PUNB0795900
2192,Axis Bank,MAINPURI,UTIB0001093
2193,State Bank of India,ADB RAMNAGAR,SBIN0006101
2194,UCO,VIDISHA,UCBA0000010
2195,State Bank of India,KISHANI,SBIN0006162
2196,HDFC Bank,DAGAVADIYA,HDFC0003625
2197,HDFC Bank,SHIKOHABAD ,HDFC0001896
2198,Bank of Baroda,JHANSI MAIN,BARB0JHANSI
2199,Bank of Baroda,MAINPURI ,BARB0MAINPU
2200,State Bank of India,SHOPPING CENTRE,SBIN0005382
2201,Punjab National Bank,LALITPUR,PUNB0029900
2202,State Bank of India,BIJEYPUR,SBIN0030091
2203,State Bank of India, BASTI,SBIN0016950
2204,UBI, KANPUR,UBIN0548936
2205,State Bank of India,NAGRA,SBIN0012866
2206,State Bank of India,MAHOBA,SBIN0000128
2207,State Bank of India,JATARI,SBIN0011346
2208,State Bank of India,ETAWAH,SBIN0000636
2209,State Bank of India,CHHATARPUR,SBIN0000347
2210,Punjab National Bank,GWALIOR ,PUNB0323700
2211,Punjab National Bank,SANWARI,PUNB0317500
2212,State Bank of India,IE ALIGARH,SBIN0003346
2213,Bank of Baroda, FATEHPUR,BARB0KHAGAX
2214,Punjab National Bank,KANPUR ,PUNB0025200
2215,Canara Bank,DIGNER,CNRB0001581
2216,HDFC Bank,SIPRI BAZAR,HDFC0003858
2217,State Bank of India, GWALIOR,SBIN0001464
2218,Punjab National Bank,LALITPUR,PUNB0626000
2219,INDIAN,MATHURA,IDIB000M660
2220,State Bank of India,DURGAPURA,SBIN0013057
2221,State Bank of India,SEONI,SBIN0000478
2222,Punjab National Bank,AGRA RAM BAGH,PUNB0098400
2223,Punjab National Bank,MATHURA,PUNB0183800
2224,State Bank of India,GWALIOR,SBIN0010216
2225,State Bank of India,BABINA CANTT,SBIN0004900
2226,State Bank of India,BHEL JHANSI,SBIN0003807
2227,State Bank of India,KAMAN,SBIN0031068
2228,State Bank of India,JAISTAMBH CHOWK,SBIN0030079
2229,State Bank of India,KARRHI,SBIN0015624
2230,INDIAN,MATHURA,IDIB000M660
2231,State Bank of India,GOLGHAR,SBIN0003205
2232,Bank of Baroda,RAE BARELI ,BARB0RAEBAR
2233,State Bank of India,CSI TOWERS,SBIN0012980
2234,UNION BANK OF INDIA,MAHULA,UBIN0545945
2235,INDIAN BANK,VARANASI ,IDIB000K618
2236,UBI,BARAUT,UBIN0566233
2237,State Bank of India,MARDAH,SBIN0011250
2238,UNION BANK OF INDIA,SAGRI,UBIN0530310
2239,Bank of Baroda,UTTAR PRADESH ,BARB0BUPGBX
2240,UBI,RATANPURA,UBIN0567621
2241,Punjab National Bank,LANKA,PUNB0477900
2242,UNION BANK OF INDIA,UPHRAULI,UBIN0546283
2243,Bank of Baroda,AZAMGARH,BARB0AZAMGA
2244,UBI,AZAMGARH ,UBIN0830828
2245,UBI,SAGRI,UBIN0530310
2246,HDFC Bank,NOIDA ,HDFC0000651
2247,State Bank of India,Dohrigath,SBIN0011195
2248,State Bank of India,VELKUNDA,SBIN0008324
2249,Axis Bank, BHOPAL,UTIB0002659
2250,State Bank of India,AZAMGARH ,SBIN0004556
2251,UNION BANK OF INDIA,NAGRA,UBIN0568066
2252,State Bank of India,SHOPPING CENTRE,SBIN0005382
2253,State Bank of India,BABERU,SBIN0011206
2254,Canara Bank,MEERUT,CNRB0005890
2255,State Bank of India,SAKET,SBIN0011460
2256,State Bank of India,PALHERA,SBIN0003067
2257,INDIAN,MADHOGARH,IDIB000M518
2258,CBI,PUKHRAYAN,CBIN0284500
2259,Punjab National Bank,MEERUT,PUNB0215900
2260,State Bank of India,VRINDAVAN,SBIN0012830
2261,HDFC Bank,BANDA,HDFC0001950
2262,Bank of Baroda,GREEN PARK,BARB0GREENP
2263,State Bank of India,KANTH,SBIN0002556
2264,Bank of Baroda,I B B,BARB0INTMOR
2265,Punjab National Bank,NAGAL SOTI,PUNB0081200
2266,INDIAN BANK,MDA,IDIB000M679
2267,Axis Bank,GHAZIABAD,UTIB0000095
2268,State Bank of India,JHANSI,SBIN0000102
2269,State Bank of India,MEERUT ,SBIN0000680
2270,HDFC Bank,FAIZABAD ,PUNB0186600
2271,Punjab National Bank, MEERUT,PUNB0147400
2272,State Bank of India,SAKET,SBIN0011460
2273,HDFC Bank,MUNGER,HDFC0002684
2274,State Bank of India, MUSSOORIE,SBIN0010587
2275,Canara Bank,MEERUT ,CNRB0018871
2276,State Bank of India,CHITRAKOOT,SBIN0003869
2277,YES BANK,VARANASI,YESB0000450
2278,PUNJAB NATIONAL BANK, MEERUT ,PUNB0251900
2279,PUNJAB NATIONAL BANK,RADHEY PURI,PUNB0305800
2280,PUNJAB NATIONAL BANK,LANKA,PUNB0477900
2281,INDIAN BANK,MIRZAPUR,IDIB000M709
2282,State Bank of India,GHORAWAL,SBIN0012301
2283,Bank Of India,MIRZAPUR,BKID0006860
2284,UNION BANK OF INDIA,SAGRA,UBIN0546640
2285,INDIAN BANK,JAMUA BAZAR,IDIB000J563
2286,State Bank of India,CIVIL COURT,SBIN0008003
2287,INDIAN BANK,MIRZAPUR ,IDIB000J570
2288,UBI,JANGIPUR ┬á,UBIN0530484
2289,INDIAN BANK,MIRZAPUR,IDIB000M709
2290,Punjab National Bank, MIRZAPUR,PUNB0032200
2291,Bank of Baroda,CHITRAKOOT,BARB0CHITRA
2292,UNION BANK OF INDIA,CHITRASENPUR,UBIN0572144
2293,State Bank of India,VARANASI,SBIN0000201
2294,CENTRAL BANK OF INDIA,BHADOHI,CBIN0282136
2295,UNION BANK OF INDIA,COLLECTORATE ,UBIN0552615
2296,PUNJAB NATIONAL BANK, SONEPAT,PUNB0230300
2297,State Bank of India,Chhanbey,SBIN0015131
2298,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2299,ALLAHABAD BANK,MIRZAPUR,IDIB000M709
2300,PUNJAB NATIONAL BANK,MAHARAJGANJ,PUNB0250200
2301,UBI,SHEKHPUR,UBIN0573353
2302,State Bank of India,GOVINDPUR,SBIN0007091
2303,State Bank of India,CHOPAN,SBIN0015511
2304,State Bank of India,MIRZAPUR ,SBIN0012731
2305,HDFC Bank,VARANASI,HDFC0002028
2306,Bank of Baroda,CHUNAR,BARB0CHUNBS
2307,PUNJAB NATIONAL BANK,PATNA,PUNB0757700
2308,KOTAK MAHINDRA BANK,ALLAHABAD,KKBK0000137
2309,State Bank of India,GEC REWA,SBIN0003179
2310,Axis Bank, VARANASI,UTIB0002133
2311,State Bank of India,KONE  CHILH,SBIN0015537
2312,State Bank of India,CHURK,SBIN0001497
2313,State Bank of India,MIRZAPUR,SBIN0000134
2314,UBI,MIRZAPUR,UBIN0535346
2315,UNION BANK OF INDIA,JANKIKUND,UBIN0542148
2316,INDIAN,BABERU ,IDIB000B508
2317,State Bank of India, LAKHIMPUR KHERI,SBIN0017005
2318,State Bank of India,MAGARAHA,SBIN0012730
2319,UNION BANK OF INDIA, REWA,UBIN0558699
2320,HDFC Bank,KANPUR ,HDFC0001093
2321,State Bank of India,MIRZAPUR,SBIN0000134
2322,State Bank of India,ZARI BAZAR,SBIN0006340
2323,Bank of Baroda,ALLAHABAD,BARB0ALLKAT
2324,State Bank of India,CHITAIPUR,SBIN0012196
2325,State Bank of India,CIVIL COURT,SBIN0008003
2326,UNION BANK OF INDIA, HANUMANA,UBIN0538990
2327,State Bank of India,LANKA,SBIN0011508
2328,State Bank of India,RAM NAGAR,SBIN0003091
2329,State Bank of India,I.M.S BHU,SBIN0010178
2330,State Bank of India,SURYAGARHA,SBIN0012593
2331,Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
2332,ICICI BANK LIMITED,VARANASI┬á,ICIC0006283
2333,Bank of Baroda,LALGANJ,BARB0LALMIR
2334,UNION BANK OF INDIA,TIKRI,UBIN0539945
2335,INDIAN BANK,MIRZAPUR,IDIB000M709
2336,State Bank of India,OBRA,SBIN0001241
2337,State Bank of India,CHOPAN,SBIN0015511
2338,State Bank of India,LADNUN,SBIN0007093
2339,PUNJAB NATIONAL BANK,MORADABAD,PUNB0027910
2340,Bank of Baroda,America,BARB0AMERIA
2341,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2342,PUNJAB NATIONAL BANK,DARANAGAR ,PUNB0776800
2343,IDBI BANK,MORADABAD,IBKL0001839
2344,State Bank of India,KARULA,SBIN0015110
2345,State Bank of India,MORADABAD ,SBIN0000682
2346,State Bank of India,NOORPUR,SBIN0009762
2347,UCO BANK,BANNAUR,UCBA0001203
2348,Punjab National Bank,THAKURDWARA,PUNB0651300
2349,State Bank of India,SARAITARIN,SBIN0002608
2350,INDIAN BANK,UMARI,IDIB000U520
2351,State Bank of India,SWAR,SBIN0000643
2352,State Bank of India, MORADABAD,SBIN0017254
2353,State Bank of India,DHAMPUR,SBIN0004503
2354,Axis Bank,MORADABAD ,UTIB0000282
2355,Axis Bank,LUCKNOW,UTIB0000355
2356,PUNJAB NATIONAL BANK,MORADABAD,PUNB0034700
2357,Bank of Baroda,BILARI,BARB0BILARI
2358,State Bank of India,BILARI,SBIN0000595
2359,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2360,UNION BANK OF INDIA, MORADABAD,UBIN0551848
2361,State Bank of India, ALLAHABAD,SBIN0002584
2362,State Bank of India,TANDA,SBIN0001785
2363,INDIAN BANK,BAREILLY,IDIB000B061
2364,PUNJAB NATIONAL BANK,BILARI,PUNB0018210
2365,State Bank of India,BIJNOR,SBIN0000621
2366,Axis Bank,MORADABAD ,UTIB0000282
2367,State Bank of India,BILARI,SBIN0000595
2368,Bank of Baroda,NEEMGAON,BARB0NEEMGA
2369,State Bank of India,ADB RUDRAPUR,SBIN0007181
2370,Punjab National Bank, MORADABAD,PUNB0303800
2371,Union Bank of India,RAMPUR,UBIN0912832
2372,State Bank of India,GWALIOR ,SBIN0000377
2373,HDFC Bank,K G MARG,HDFC0000003
2374,HDFC Bank,MARIAHU,HDFC0009151
2375,PUNJAB NATIONAL BANK,VARANASI,PUNB0497200
2376,PUNJAB NATIONAL BANK, MUZAFFARNAGAR,PUNB0159100
2377,Axis Bank,LUCKNOW,UTIB0000053
2378,State Bank of India, MUZAFFAR NAGAR,SBIN0010654
2379,INDIAN OVERSEAS BANK,SAHARANPUR,IOBA0000434
2380,PUNJAB NATIONAL BANK,MUZAFFARNAGA,PUNB0071000
2381,Punjab National Bank,MUZAFFAR NAGAR,PUNB0004810
2382,Axis Bank,BARAUT,UTIB0002688
2383,State Bank of India,BHOPA,SBIN0011442
2384,PUNJAB NATIONAL BANK,MMG SHAMLI,PUNB0182200
2385,Canara Bank,RONI HAJIPUR,CNRB0019498
2386,PUNJAB NATIONAL BANK, AZAMGARH ,PUNB0050400
2387,PUNJAB NATIONAL BANK,MUZAFFARNAGAR,PUNB0402300
2388,State Bank of India,BIJNAUR CITY,SBIN0012518
2389,PUNJAB NATIONAL BANK,MORNA,PUNB0255300
2390,State Bank of India,BHOPA,SBIN0011442
2391,PUNJAB AND SIND BANK,AMETHI,PSIB0021024
2392,State Bank of India,MACHHLISHAHAR,SBIN0001686
2393,Punjab National Bank,BAGHPAT,PUNB0043210
2394,PUNJAB NATIONAL BANK,JANSATH ,PUNB0372100
2395,IDFC BANK LIMITED,GURGAON ,IDFB0021001
2396,INDIAN BANK,MUZAFFAR NAGAR,IDIB000M020
2397,UNION BANK OF INDIA,KANPUR,UBIN0534951
2398,UCO BANK,LUCKNOW ,UCBA0000060
2399,PUNJAB NATIONAL BANK,MUZAFFARNAGAR,PUNB0372100
2400,INDIAN BANK,SIR CHHOTU RAM ,IDIB000M689
2401,State Bank of India,DEOBAND,SBIN0000632
2402,State Bank of India,BILARI,SBIN0000595
2403,UNION BANK OF INDIA,HARDOI,UBIN0540773
2404,State Bank of India,RAM NAGAR,SBIN0003091
2405,State Bank of India,NEORIA  ,SBIN0004553
2406,HDFC Bank,PILIBHIT,HDFC0002543
2407,State Bank of India,PILIBHIT CITY,SBIN0016789
2408,Canara Bank, BAREILLY,CNRB0001458
2409,State Bank of India,BAREILLY COLLEGE,SBIN0001960
2410,Bank of Baroda,PILIBHIT,BARB0EXTPIL
2411,Bank of Baroda,BANDA,BARB0BANDAX
2412,PUNJAB NATIONAL BANK,PILIBHIT,PUNB0067910
2413,State Bank of India,NEORIA  ,SBIN0004553
2414,State Bank of India,NEORIA  ,SBIN0004553
2415,Bank of Baroda,America,BARB0AMERIA
2416,HDFC Bank,MUZZAFAR NAGAR,HDFC0000381
2417,State Bank of India, PILBHIT,SBIN0001667
2418,State Bank of India,TANAKPUR ROAD,SBIN0018269
2419,Axis Bank,LUCKNOW,UTIB0000053
2420,State Bank of India,LALGANJ,SBIN0001644
2421,ICICI BANK LIMITED,NEWAI,ICIC0006799
2422,Canara Bank,BAREILLY,CNRB0002838
2423,IDBI BANK,PILIBHIT,IBKL0001021
2424,KOTAK MAHINDRA BANK LIMITED,LUCKNOW ,KKBK0005199
2425,Bank of Baroda,BANDA,BARB0BANDAX
2426,Bank of Baroda, PILIBHIT,BARB0PILIBH
2427,HDFC Bank,PILIBHIT,HDFC0002543
2428,Axis Bank,SHAHJAHANPUR,UTIB0000823
2429,Bank of Baroda,PILIBHIT ,BARB0BLYPIL
2430,State Bank of India,LHSF PILIBHIT,SBIN0004549
2431,UNION BANK OF INDIA,FI-SURHURPUR,UBIN0565806
2432,PUNJAB NATIONAL BANK,BADAUN,PUNB0350300
2433,State Bank of India, KANPUR,SBIN0003809
2434,Bank of Baroda,NAKA MUZAFFA ,BARB0NAKFAI
2435,State Bank of India,NAGOD,SBIN0001348
2436,BANK OF MAHARASHTRA,RAJNIKHAND,MAHB0001938
2437,Bank of Baroda,PRATAPGARH,BARB0DERWAX
2438,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2439,UNION BANK OF INDIA,KAIRONA,UBIN0535419
2440,Bank of Baroda,SANGRAMPUR,BARB0SANGRA
2441,State Bank of India,PATTI,SBIN0000240
2442,State Bank of India,BILHAUR,SBIN0001130
2443,Bank of Baroda, RAI BARELI,BARB0DALMAU
2444,Bank of Baroda,PRATAPGARH ,BARB0PRATAP
2445,State Bank of India, ALLAHABAS,SBIN0001621
2446,Punjab National Bank,RAMGANJ BAZAR,PUNB0188720
2447,INDIAN,KUNDA,IDIB000K835
2448,PUNJAB NATIONAL BANK,RAMAIPUR ,PUNB0188320
2449,ICICI bank,GOMTINAGAR┬á,ICIC0000214
2450,PUNJAB NATIONAL BANK,ALLAHABAD ,PUNB0036900
